Id,Date,Start (ET),Visitor,VisitorPTS,Home,HomePTS,OT,Attendance
1230,4/13/2019,2:30p,BKN,111,PHI,102,0,20437
1231,4/13/2019,5:00p,ORL,104,TOR,101,0,19937
1232,4/13/2019,8:00p,LAC,104,GSW,121,0,19596
1233,4/13/2019,10:30p,SAS,101,DEN,96,0,19520
1234,4/14/2019,1:00p,IND,74,BOS,84,0,18624
1235,4/14/2019,3:30p,OKC,99,POR,104,0,19886
1236,4/14/2019,7:00p,DET,86,MIL,121,0,17529
1237,4/14/2019,9:30p,UTA,90,HOU,122,0,18055
1238,4/15/2019,8:00p,BKN,123,PHI,145,0,20591
1239,4/15/2019,10:30p,LAC,135,GSW,131,0,19596
1240,4/16/2019,8:00p,ORL,82,TOR,111,0,19964
1241,4/16/2019,9:00p,SAS,105,DEN,114,0,19520
1242,4/16/2019,10:30p,OKC,94,POR,114,0,20041
1243,4/17/2019,7:00p,IND,91,BOS,99,0,18624
1244,4/17/2019,8:00p,DET,99,MIL,120,0,17513
1245,4/17/2019,9:30p,UTA,98,HOU,118,0,18055
1246,4/18/2019,8:00p,PHI,131,BKN,115,0,17732
1247,4/18/2019,9:00p,DEN,108,SAS,118,0,18354
1248,4/18/2019,10:30p,GSW,132,LAC,105,0,19068
1249,4/19/2019,7:00p,TOR,98,ORL,93,0,19367
1250,4/19/2019,8:30p,BOS,104,IND,96,0,17923
1251,4/19/2019,9:30p,POR,108,OKC,120,0,18203
1252,4/20/2019,3:00p,PHI,112,BKN,108,0,17732
1253,4/20/2019,5:30p,DEN,117,SAS,103,0,18354
1254,4/20/2019,8:00p,MIL,119,DET,103,0,20520
1255,4/20/2019,10:30p,HOU,104,UTA,101,0,18306
1256,4/21/2019,1:00p,BOS,110,IND,106,0,17923
1257,4/21/2019,3:30p,GSW,113,LAC,105,0,19068
1258,4/21/2019,7:00p,TOR,107,ORL,85,0,19087
1259,4/21/2019,9:30p,POR,111,OKC,98,0,18203
1260,4/22/2019,8:00p,MIL,127,DET,104,0,20332
1261,4/22/2019,10:30p,HOU,91,UTA,107,0,18306
1262,4/23/2019,7:00p,ORL,96,TOR,115,0,19800
1263,4/23/2019,8:00p,BKN,100,PHI,122,0,20595
1264,4/23/2019,9:30p,SAS,90,DEN,108,0,19520
1265,4/23/2019,10:30p,OKC,115,POR,118,0,20241
1266,4/24/2019,8:00p,UTA,93,HOU,100,0,18055
1267,4/24/2019,10:30p,LAC,129,GSW,121,0,19596
1268,4/25/2019,8:00p,DEN,103,SAS,120,0,18354
1269,4/26/2019,10:00p,GSW,129,LAC,110,0,19068
1270,4/27/2019,7:30p,PHI,95,TOR,108,0,19800
1271,4/27/2019,10:00p,SAS,86,DEN,90,0,19725
1272,4/28/2019,1:00p,BOS,112,MIL,90,0,17561
1273,4/28/2019,3:30p,HOU,100,GSW,104,0,19596
1274,4/29/2019,8:00p,PHI,94,TOR,89,0,19800
1275,4/29/2019,10:30p,POR,113,DEN,121,0,19520
1276,4/30/2019,8:00p,BOS,102,MIL,123,0,17536
1277,4/30/2019,10:30p,HOU,109,GSW,115,0,19596
1278,5/1/2019,9:00p,POR,97,DEN,90,0,19520
1279,5/2/2019,8:00p,TOR,95,PHI,116,0,20658
1280,5/3/2019,8:00p,MIL,123,BOS,116,0,18624
1281,5/3/2019,10:30p,DEN,137,POR,140,4,20193
1282,5/4/2019,8:30p,GSW,121,HOU,126,1,18169
1283,5/5/2019,3:30p,TOR,101,PHI,96,0,20639
1284,5/5/2019,7:00p,DEN,116,POR,112,0,20146
1285,5/6/2019,7:00p,MIL,113,BOS,101,0,18624
1286,5/6/2019,9:30p,GSW,108,HOU,112,0,18055
1287,5/7/2019,8:00p,PHI,89,TOR,125,0,20287
1288,5/7/2019,10:30p,POR,98,DEN,124,0,19520
1289,5/8/2019,8:00p,BOS,91,MIL,116,0,17701
1290,5/8/2019,10:30p,HOU,99,GSW,104,0,19596
1291,5/9/2019,8:00p,TOR,101,PHI,112,0,20525
1292,5/9/2019,10:30p,DEN,108,POR,119,0,20022
1293,5/10/2019,9:00p,GSW,118,HOU,113,0,18055
1294,5/12/2019,3:30p,POR,100,DEN,96,0,19725
1295,5/12/2019,7:00p,PHI,90,TOR,92,0,20917
1296,5/14/2019,9:00p,POR,94,GSW,116,0,19596
1297,5/15/2019,8:30p,TOR,100,MIL,108,0,17345
1298,5/16/2019,9:00p,POR,111,GSW,114,0,19596
1299,5/17/2019,8:30p,TOR,103,MIL,125,0,17570
1300,5/18/2019,9:00p,GSW,110,POR,99,0,20214
1301,5/19/2019,7:00p,MIL,112,TOR,118,2,19923
1302,5/20/2019,9:00p,GSW,119,POR,117,1,20064
1303,5/21/2019,8:30p,MIL,102,TOR,120,0,20237
1304,5/23/2019,8:30p,TOR,105,MIL,99,0,17384
1305,5/25/2019,8:30p,MIL,94,TOR,100,0,20478
1306,5/30/2019,9:00p,GSW,109,TOR,118,0,19983
1307,6/2/2019,8:00p,GSW,109,TOR,104,0,20014
1308,6/5/2019,9:00p,TOR,123,GSW,109,0,19596
1309,6/7/2019,9:00p,TOR,105,GSW,92,0,19596
1310,6/10/2019,9:00p,GSW,106,TOR,105,0,20144
1311,6/13/2019,9:00p,TOR,114,GSW,110,0,19596
