Id,Date,Start (ET),Visitor,VisitorPTS,Home,HomePTS,OT,Attendance
0,10/16/2018,8:00p,PHI,87,BOS,105,0,18624
1,10/16/2018,10:30p,OKC,100,GSW,108,0,19596
2,10/17/2018,7:00p,MIL,113,CHA,112,0,17889
3,10/17/2018,7:00p,BKN,100,DET,103,0,20332
4,10/17/2018,7:00p,MEM,83,IND,111,0,17923
5,10/17/2018,7:00p,MIA,101,ORL,104,0,19191
6,10/17/2018,7:30p,ATL,107,NYK,126,0,18249
7,10/17/2018,7:30p,CLE,104,TOR,116,0,19915
8,10/17/2018,8:00p,NOP,131,HOU,112,0,18055
9,10/17/2018,8:30p,MIN,108,SAS,112,0,18354
10,10/17/2018,10:00p,UTA,123,SAC,117,0,17583
11,10/17/2018,10:30p,DEN,107,LAC,98,0,19068
12,10/17/2018,10:30p,DAL,100,PHX,121,0,18055
13,10/18/2018,8:00p,CHI,108,PHI,127,0,20302
14,10/18/2018,8:00p,MIA,113,WAS,112,0,20409
15,10/18/2018,10:30p,LAL,119,POR,128,0,19996
16,10/19/2018,7:00p,CHA,120,ORL,88,0,17668
17,10/19/2018,7:30p,NYK,105,BKN,107,0,17732
18,10/19/2018,8:00p,ATL,117,MEM,131,0,17019
19,10/19/2018,8:00p,CLE,123,MIN,131,0,18978
20,10/19/2018,8:00p,SAC,129,NOP,149,0,18337
21,10/19/2018,8:00p,BOS,101,TOR,113,0,19800
22,10/19/2018,8:30p,IND,101,MIL,118,0,17341
23,10/19/2018,10:30p,OKC,92,LAC,108,0,14816
24,10/19/2018,10:30p,GSW,124,UTA,123,0,18306
25,10/20/2018,7:00p,BKN,112,IND,132,0,17007
26,10/20/2018,7:00p,TOR,117,WAS,113,0,16185
27,10/20/2018,7:30p,BOS,103,NYK,101,0,19427
28,10/20/2018,7:30p,ORL,115,PHI,116,0,20300
29,10/20/2018,8:00p,DET,118,CHI,116,0,21289
30,10/20/2018,8:00p,CHA,113,MIA,112,0,19600
31,10/20/2018,8:30p,MIN,136,DAL,140,0,20205
32,10/20/2018,9:00p,PHX,91,DEN,119,0,19592
33,10/20/2018,10:00p,SAS,108,POR,121,0,19461
34,10/20/2018,10:30p,HOU,124,LAL,115,0,18997
35,10/21/2018,6:00p,ATL,133,CLE,111,0,19432
36,10/21/2018,7:00p,SAC,131,OKC,120,0,18203
37,10/21/2018,8:00p,GSW,98,DEN,100,0,19520
38,10/21/2018,9:00p,HOU,112,LAC,115,0,16149
39,10/22/2018,7:30p,ORL,93,BOS,90,0,18624
40,10/22/2018,7:30p,CHA,106,TOR,127,0,19800
41,10/22/2018,8:00p,NYK,113,MIL,124,0,16228
42,10/22/2018,8:00p,IND,91,MIN,101,0,10371
43,10/22/2018,8:30p,CHI,109,DAL,115,0,19291
44,10/22/2018,9:00p,MEM,92,UTA,84,0,18306
45,10/22/2018,10:00p,WAS,125,POR,124,1,19187
46,10/22/2018,10:30p,PHX,103,GSW,123,0,19596
47,10/22/2018,10:30p,SAS,143,LAL,142,1,18997
48,10/23/2018,7:00p,PHI,132,DET,133,1,14418
49,10/23/2018,8:00p,LAC,109,NOP,116,0,14625
50,10/23/2018,9:00p,SAC,112,DEN,126,0,13214
51,10/24/2018,7:00p,DAL,104,ATL,111,0,16705
52,10/24/2018,7:00p,BKN,102,CLE,86,0,19432
53,10/24/2018,7:30p,NYK,87,MIA,110,0,19600
54,10/24/2018,7:30p,MIN,105,TOR,112,0,19800
55,10/24/2018,8:00p,CHA,110,CHI,112,0,19170
56,10/24/2018,8:00p,UTA,100,HOU,89,0,18055
57,10/24/2018,8:30p,IND,116,SAS,96,0,18354
58,10/24/2018,9:30p,PHI,108,MIL,123,0,17341
59,10/24/2018,10:00p,LAL,131,PHX,113,0,18055
60,10/24/2018,10:00p,MEM,92,SAC,97,0,14198
61,10/24/2018,10:30p,WAS,122,GSW,144,0,19596
62,10/25/2018,7:00p,CLE,103,DET,110,0,15896
63,10/25/2018,7:00p,POR,128,ORL,114,0,15114
64,10/25/2018,8:00p,BOS,101,OKC,95,0,18203
65,10/25/2018,10:30p,DEN,114,LAL,121,0,18997
66,10/26/2018,7:00p,CHI,106,CHA,135,0,15220
67,10/26/2018,7:30p,GSW,128,NYK,100,0,19812
68,10/26/2018,7:30p,DAL,107,TOR,116,0,19800
69,10/26/2018,8:00p,LAC,133,HOU,113,0,18055
70,10/26/2018,8:00p,MIL,125,MIN,95,0,16334
71,10/26/2018,8:00p,BKN,115,NOP,117,0,15272
72,10/26/2018,10:00p,WAS,112,SAC,116,0,14101
73,10/27/2018,7:00p,BOS,109,DET,89,0,18120
74,10/27/2018,7:00p,UTA,132,NOP,111,0,16373
75,10/27/2018,7:30p,CHI,97,ATL,85,0,15549
76,10/27/2018,7:30p,IND,119,CLE,107,0,19432
77,10/27/2018,7:30p,CHA,103,PHI,105,0,20203
78,10/27/2018,8:00p,PHX,96,MEM,117,0,15926
79,10/27/2018,8:00p,POR,111,MIA,120,0,19600
80,10/27/2018,8:30p,ORL,91,MIL,113,0,17341
81,10/27/2018,8:30p,LAL,106,SAS,110,0,18589
82,10/28/2018,5:00p,GSW,120,BKN,114,0,17732
83,10/28/2018,7:00p,UTA,113,DAL,104,0,19571
84,10/28/2018,7:00p,PHX,110,OKC,117,0,18203
85,10/28/2018,9:30p,WAS,104,LAC,136,0,16491
86,10/29/2018,7:00p,POR,103,IND,93,0,15788
87,10/29/2018,7:00p,ATL,92,PHI,113,0,20269
88,10/29/2018,7:30p,SAC,123,MIA,113,0,19600
89,10/29/2018,7:30p,BKN,96,NYK,115,0,19221
90,10/29/2018,8:00p,GSW,149,CHI,124,0,21076
91,10/29/2018,8:00p,TOR,109,MIL,124,0,17341
92,10/29/2018,8:00p,LAL,120,MIN,124,0,18978
93,10/29/2018,8:30p,DAL,108,SAS,113,1,18354
94,10/29/2018,9:00p,NOP,111,DEN,116,0,15217
95,10/30/2018,7:00p,MIA,113,CHA,125,0,14117
96,10/30/2018,7:00p,ATL,114,CLE,136,0,19432
97,10/30/2018,7:00p,SAC,107,ORL,99,0,15074
98,10/30/2018,7:30p,DET,105,BOS,108,0,18624
99,10/30/2018,7:30p,PHI,112,TOR,129,0,19800
100,10/30/2018,8:00p,POR,104,HOU,85,0,18055
101,10/30/2018,8:00p,WAS,95,MEM,107,0,14106
102,10/30/2018,8:00p,LAC,110,OKC,128,0,18203
103,10/31/2018,7:30p,DET,119,BKN,120,1,12862
104,10/31/2018,8:00p,DEN,108,CHI,107,1,19027
105,10/31/2018,8:00p,UTA,125,MIN,128,0,10079
106,10/31/2018,8:00p,IND,107,NYK,101,0,18295
107,10/31/2018,10:30p,NOP,121,GSW,131,0,19596
108,10/31/2018,10:30p,DAL,113,LAL,114,0,18997
109,10/31/2018,10:30p,SAS,120,PHX,90,0,12328
110,11/1/2018,7:00p,OKC,111,CHA,107,0,14583
111,11/1/2018,7:00p,DEN,110,CLE,91,0,19432
112,11/1/2018,7:00p,LAC,113,PHI,122,0,20246
113,11/1/2018,7:30p,SAC,146,ATL,115,0,12095
114,11/1/2018,8:00p,MIL,113,BOS,117,0,18624
115,11/1/2018,10:30p,NOP,119,POR,132,0,18921
116,11/2/2018,7:00p,LAC,120,ORL,95,0,15953
117,11/2/2018,7:30p,HOU,119,BKN,111,0,14013
118,11/2/2018,8:00p,IND,107,CHI,105,0,19704
119,11/2/2018,8:00p,OKC,134,WAS,111,0,20409
120,11/2/2018,8:30p,NYK,118,DAL,106,0,20008
121,11/2/2018,9:00p,MEM,110,UTA,100,0,18306
122,11/2/2018,10:00p,TOR,107,PHX,98,0,15843
123,11/2/2018,10:30p,MIN,99,GSW,116,0,19596
124,11/3/2018,1:00p,DET,99,PHI,109,0,20289
125,11/3/2018,7:00p,CLE,94,CHA,126,0,16221
126,11/3/2018,7:00p,BOS,101,IND,102,0,17505
127,11/3/2018,7:30p,MIA,118,ATL,123,0,16303
128,11/3/2018,8:00p,HOU,96,CHI,88,0,20505
129,11/3/2018,8:30p,NOP,95,SAS,109,0,18354
130,11/3/2018,9:00p,UTA,88,DEN,103,0,19520
131,11/3/2018,10:00p,LAL,114,POR,110,0,19848
132,11/4/2018,3:30p,SAC,109,MIL,144,0,17341
133,11/4/2018,6:00p,PHI,97,BKN,122,0,12826
134,11/4/2018,6:00p,NYK,95,WAS,108,0,16679
135,11/4/2018,7:00p,ORL,117,SAS,110,0,18354
136,11/4/2018,8:00p,MEM,100,PHX,102,0,13074
137,11/4/2018,9:00p,MIN,81,POR,111,0,19522
138,11/4/2018,9:30p,TOR,121,LAL,107,0,18997
139,11/5/2018,7:00p,MIA,120,DET,115,1,14148
140,11/5/2018,7:00p,HOU,98,IND,94,0,14735
141,11/5/2018,7:00p,CLE,100,ORL,102,0,15009
142,11/5/2018,7:30p,CHI,116,NYK,115,2,19812
143,11/5/2018,8:00p,NOP,116,OKC,122,0,18203
144,11/5/2018,9:00p,BOS,107,DEN,115,0,19520
145,11/5/2018,9:00p,TOR,124,UTA,111,0,18306
146,11/5/2018,10:30p,MEM,101,GSW,117,0,19596
147,11/5/2018,10:30p,MIN,109,LAC,120,0,16564
148,11/6/2018,7:00p,ATL,102,CHA,113,0,13955
149,11/6/2018,8:30p,WAS,100,DAL,119,0,19234
150,11/6/2018,9:00p,BKN,104,PHX,82,0,14205
151,11/6/2018,10:00p,MIL,103,POR,118,0,19512
152,11/7/2018,7:00p,OKC,95,CLE,86,0,19432
153,11/7/2018,7:00p,DET,103,ORL,96,0,16103
154,11/7/2018,7:30p,NYK,112,ATL,107,0,12412
155,11/7/2018,7:30p,SAS,88,MIA,95,0,19600
156,11/7/2018,8:00p,PHI,100,IND,94,0,16434
157,11/7/2018,8:00p,DEN,87,MEM,89,0,15832
158,11/7/2018,8:00p,CHI,98,NOP,107,0,15514
159,11/7/2018,9:00p,DAL,102,UTA,117,0,18306
160,11/7/2018,10:00p,TOR,114,SAC,105,0,17583
161,11/7/2018,10:30p,MIN,110,LAL,114,0,18997
162,11/8/2018,8:00p,HOU,80,OKC,98,0,18203
163,11/8/2018,9:00p,BOS,116,PHX,109,1,17359
164,11/8/2018,10:00p,LAC,105,POR,116,0,19170
165,11/8/2018,10:30p,MIL,134,GSW,111,0,19596
166,11/9/2018,7:00p,WAS,108,ORL,117,0,16562
167,11/9/2018,7:00p,CHA,132,PHI,133,1,20424
168,11/9/2018,7:30p,DET,124,ATL,109,0,14759
169,11/9/2018,8:00p,IND,110,MIA,102,0,19600
170,11/9/2018,9:00p,BKN,112,DEN,110,0,19520
171,11/9/2018,9:30p,BOS,115,UTA,123,0,18306
172,11/9/2018,10:00p,MIN,110,SAC,121,0,17583
173,11/10/2018,3:00p,NYK,112,TOR,128,0,19800
174,11/10/2018,3:30p,MIL,126,LAC,128,1,17486
175,11/10/2018,7:00p,PHX,99,NOP,119,0,15222
176,11/10/2018,8:00p,CLE,98,CHI,99,0,21506
177,11/10/2018,8:00p,PHI,106,MEM,112,1,16904
178,11/10/2018,8:00p,WAS,116,MIA,110,0,19600
179,11/10/2018,8:30p,BKN,100,GSW,116,0,19596
180,11/10/2018,8:30p,HOU,89,SAS,96,0,18354
181,11/10/2018,9:00p,OKC,96,DAL,111,0,19818
182,11/10/2018,10:00p,LAL,101,SAC,86,0,17583
183,11/11/2018,3:30p,CHA,113,DET,103,0,15133
184,11/11/2018,7:00p,IND,103,HOU,115,0,18055
185,11/11/2018,7:30p,ORL,115,NYK,89,0,19812
186,11/11/2018,8:00p,MIL,121,DEN,114,0,19520
187,11/11/2018,9:00p,BOS,94,POR,100,0,19712
188,11/11/2018,9:30p,ATL,106,LAL,107,0,18997
189,11/12/2018,7:00p,ORL,109,WAS,117,0,15346
190,11/12/2018,7:30p,PHI,124,MIA,114,0,19600
191,11/12/2018,7:30p,NOP,126,TOR,110,0,19800
192,11/12/2018,8:00p,DAL,103,CHI,98,0,19012
193,11/12/2018,8:00p,UTA,96,MEM,88,0,13477
194,11/12/2018,8:00p,BKN,113,MIN,120,0,10186
195,11/12/2018,8:00p,PHX,101,OKC,118,0,18203
196,11/12/2018,10:00p,SAS,99,SAC,104,0,15500
197,11/12/2018,10:30p,GSW,116,LAC,121,1,19068
198,11/13/2018,7:00p,CHA,89,CLE,113,0,19432
199,11/13/2018,9:00p,HOU,109,DEN,99,0,16741
200,11/13/2018,10:30p,ATL,103,GSW,110,0,19596
201,11/14/2018,7:00p,PHI,106,ORL,111,0,15921
202,11/14/2018,7:00p,CLE,95,WAS,119,0,14537
203,11/14/2018,7:30p,CHI,82,BOS,111,0,18624
204,11/14/2018,7:30p,MIA,120,BKN,107,0,13317
205,11/14/2018,7:30p,DET,106,TOR,104,0,19800
206,11/14/2018,8:00p,MEM,116,MIL,113,0,16817
207,11/14/2018,8:00p,NOP,100,MIN,107,0,11636
208,11/14/2018,8:00p,NYK,103,OKC,128,0,18203
209,11/14/2018,8:30p,UTA,68,DAL,118,0,19371
210,11/14/2018,9:00p,SAS,96,PHX,116,0,14532
211,11/14/2018,10:30p,POR,117,LAL,126,0,18997
212,11/15/2018,8:00p,GSW,86,HOU,107,0,18055
213,11/15/2018,9:00p,ATL,93,DEN,138,0,15103
214,11/15/2018,10:30p,SAS,111,LAC,116,0,17463
215,11/16/2018,7:00p,TOR,116,BOS,123,1,18624
216,11/16/2018,7:00p,MIA,91,IND,99,0,17923
217,11/16/2018,7:00p,UTA,107,PHI,113,0,20485
218,11/16/2018,7:00p,BKN,115,WAS,104,0,15102
219,11/16/2018,8:00p,SAC,104,MEM,112,0,13811
220,11/16/2018,8:00p,POR,96,MIN,112,0,18978
221,11/16/2018,8:00p,NYK,124,NOP,129,0,14717
222,11/16/2018,9:30p,CHI,104,MIL,123,0,17341
223,11/17/2018,6:00p,LAC,127,BKN,119,0,12944
224,11/17/2018,7:00p,PHI,122,CHA,119,1,19426
225,11/17/2018,7:00p,ATL,89,IND,97,0,17491
226,11/17/2018,7:00p,DEN,115,NOP,125,0,15408
227,11/17/2018,7:00p,LAL,117,ORL,130,0,19249
228,11/17/2018,7:30p,UTA,98,BOS,86,0,18624
229,11/17/2018,8:00p,TOR,122,CHI,83,0,21263
230,11/17/2018,8:00p,SAC,112,HOU,132,0,18055
231,11/17/2018,8:30p,GSW,109,DAL,112,0,20260
232,11/17/2018,9:00p,OKC,110,PHX,100,0,16376
233,11/18/2018,3:30p,MEM,100,MIN,87,0,13179
234,11/18/2018,6:00p,LAL,113,MIA,97,0,19686
235,11/18/2018,6:00p,NYK,117,ORL,131,0,15898
236,11/18/2018,6:00p,POR,119,WAS,109,0,16647
237,11/18/2018,7:00p,GSW,92,SAS,104,0,18354
238,11/19/2018,7:00p,BOS,112,CHA,117,0,18040
239,11/19/2018,7:00p,CLE,102,DET,113,0,15769
240,11/19/2018,7:00p,UTA,94,IND,121,0,17000
241,11/19/2018,7:00p,PHX,114,PHI,119,0,20459
242,11/19/2018,7:30p,LAC,127,ATL,119,0,14323
243,11/19/2018,8:00p,DAL,88,MEM,98,0,15997
244,11/19/2018,8:00p,DEN,98,MIL,104,0,17341
245,11/19/2018,8:00p,SAS,126,NOP,140,0,14675
246,11/19/2018,10:00p,OKC,113,SAC,117,0,16250
247,11/20/2018,7:00p,TOR,93,ORL,91,0,16016
248,11/20/2018,7:00p,LAC,118,WAS,125,0,14499
249,11/20/2018,7:30p,BKN,104,MIA,92,0,19600
250,11/20/2018,7:30p,POR,118,NYK,114,0,19812
251,11/21/2018,7:00p,IND,109,CHA,127,0,15913
252,11/21/2018,7:00p,NOP,120,PHI,121,0,20352
253,11/21/2018,7:30p,TOR,124,ATL,108,0,15058
254,11/21/2018,7:30p,NYK,117,BOS,109,0,18624
255,11/21/2018,8:00p,PHX,116,CHI,124,0,19014
256,11/21/2018,8:00p,LAL,109,CLE,105,0,19432
257,11/21/2018,8:00p,DET,124,HOU,126,0,18055
258,11/21/2018,8:00p,POR,100,MIL,143,0,17591
259,11/21/2018,8:00p,DEN,103,MIN,101,0,15086
260,11/21/2018,8:30p,BKN,113,DAL,119,0,19926
261,11/21/2018,8:30p,MEM,104,SAS,103,0,18354
262,11/21/2018,9:00p,SAC,119,UTA,110,0,18306
263,11/21/2018,10:30p,OKC,123,GSW,95,0,19596
264,11/23/2018,12:00p,MIN,112,BKN,102,0,12814
265,11/23/2018,3:30p,MEM,107,LAC,112,1,15418
266,11/23/2018,7:00p,HOU,111,DET,116,1,17268
267,11/23/2018,7:30p,BOS,114,ATL,96,0,15017
268,11/23/2018,7:30p,NOP,109,NYK,114,0,18948
269,11/23/2018,7:30p,CLE,121,PHI,112,0,20524
270,11/23/2018,7:30p,WAS,107,TOR,125,0,19800
271,11/23/2018,8:00p,MIA,103,CHI,96,0,20935
272,11/23/2018,8:00p,SAS,111,IND,100,0,17262
273,11/23/2018,8:00p,CHA,104,OKC,109,0,18203
274,11/23/2018,8:30p,PHX,116,MIL,114,0,17852
275,11/23/2018,9:00p,ORL,87,DEN,112,0,19520
276,11/23/2018,10:30p,POR,97,GSW,125,0,19596
277,11/23/2018,10:30p,UTA,83,LAL,90,0,18997
278,11/24/2018,7:30p,HOU,108,CLE,117,0,19432
279,11/24/2018,8:00p,CHI,96,MIN,111,0,17119
280,11/24/2018,8:00p,DEN,105,OKC,98,0,18203
281,11/24/2018,8:00p,NOP,114,WAS,124,0,15165
282,11/24/2018,8:30p,BOS,104,DAL,113,0,20226
283,11/24/2018,8:30p,SAC,116,GSW,117,0,19596
284,11/24/2018,8:30p,SAS,129,MIL,135,0,17559
285,11/25/2018,3:30p,ORL,108,LAL,104,0,18997
286,11/25/2018,4:00p,PHX,107,DET,118,0,14413
287,11/25/2018,6:00p,CHA,123,ATL,124,0,12977
288,11/25/2018,6:00p,PHI,127,BKN,125,0,15217
289,11/25/2018,6:00p,NYK,103,MEM,98,0,14331
290,11/25/2018,6:00p,MIA,115,TOR,125,0,19800
291,11/25/2018,8:00p,UTA,133,SAC,112,0,16048
292,11/25/2018,9:00p,LAC,104,POR,100,0,19138
293,11/26/2018,7:00p,MIL,107,CHA,110,0,13805
294,11/26/2018,7:00p,MIN,102,CLE,95,0,19432
295,11/26/2018,7:00p,HOU,131,WAS,135,1,16872
296,11/26/2018,8:00p,SAS,108,CHI,107,0,19006
297,11/26/2018,8:00p,BOS,124,NOP,107,0,15189
298,11/26/2018,9:00p,IND,121,UTA,88,0,18306
299,11/26/2018,10:30p,ORL,110,GSW,116,0,19596
300,11/27/2018,7:00p,NYK,108,DET,115,0,13935
301,11/27/2018,7:30p,ATL,115,MIA,113,0,19600
302,11/27/2018,8:00p,TOR,122,MEM,114,0,14187
303,11/27/2018,9:00p,LAL,85,DEN,117,0,19583
304,11/27/2018,9:00p,IND,109,PHX,104,0,13038
305,11/28/2018,7:00p,ATL,94,CHA,108,0,12971
306,11/28/2018,7:00p,NYK,91,PHI,117,0,20274
307,11/28/2018,7:30p,UTA,101,BKN,91,0,12928
308,11/28/2018,8:00p,DAL,128,HOU,108,0,18055
309,11/28/2018,8:00p,CHI,113,MIL,116,0,16660
310,11/28/2018,8:00p,SAS,89,MIN,128,0,11023
311,11/28/2018,8:00p,WAS,104,NOP,125,0,13570
312,11/28/2018,8:00p,CLE,83,OKC,100,0,18203
313,11/28/2018,10:00p,ORL,112,POR,115,0,18865
314,11/28/2018,10:30p,PHX,99,LAC,115,0,16372
315,11/29/2018,8:00p,GSW,128,TOR,131,1,20073
316,11/29/2018,10:30p,IND,96,LAL,104,0,18997
317,11/29/2018,10:30p,LAC,133,SAC,121,0,17583
318,11/30/2018,7:00p,CLE,95,BOS,128,0,18624
319,11/30/2018,7:00p,UTA,119,CHA,111,0,15812
320,11/30/2018,7:00p,CHI,88,DET,107,0,15372
321,11/30/2018,7:00p,WAS,98,PHI,123,0,20400
322,11/30/2018,7:30p,MEM,131,BKN,125,2,12983
323,11/30/2018,8:00p,NOP,101,MIA,106,0,19600
324,11/30/2018,8:00p,ATL,109,OKC,124,0,18203
325,11/30/2018,8:00p,HOU,136,SAS,105,0,18354
326,11/30/2018,9:00p,ORL,99,PHX,85,0,13228
327,11/30/2018,10:30p,DAL,103,LAL,114,0,18997
328,11/30/2018,10:30p,DEN,113,POR,112,0,19459
329,12/1/2018,5:00p,MIL,134,NYK,136,1,19812
330,12/1/2018,7:00p,GSW,102,DET,111,0,20332
331,12/1/2018,7:00p,BKN,88,WAS,102,0,15448
332,12/1/2018,8:00p,TOR,106,CLE,95,0,19432
333,12/1/2018,8:00p,CHI,105,HOU,121,0,18055
334,12/1/2018,8:00p,BOS,118,MIN,109,0,17663
335,12/1/2018,10:00p,IND,110,SAC,111,0,17583
336,12/2/2018,3:30p,PHX,96,LAL,120,0,18997
337,12/2/2018,5:00p,NOP,119,CHA,109,0,15336
338,12/2/2018,6:00p,UTA,100,MIA,102,0,19600
339,12/2/2018,6:00p,MEM,95,PHI,103,0,20334
340,12/2/2018,7:00p,LAC,110,DAL,114,0,19551
341,12/2/2018,7:00p,POR,118,SAS,131,0,18354
342,12/3/2018,7:00p,OKC,110,DET,83,0,14372
343,12/3/2018,7:30p,GSW,128,ATL,111,0,16631
344,12/3/2018,7:30p,CLE,99,BKN,97,0,10983
345,12/3/2018,7:30p,WAS,110,NYK,107,0,19440
346,12/3/2018,7:30p,DEN,106,TOR,103,0,19800
347,12/3/2018,8:00p,HOU,91,MIN,103,0,13834
348,12/3/2018,8:00p,LAC,129,NOP,126,0,13822
349,12/4/2018,7:00p,CHI,90,IND,96,0,16446
350,12/4/2018,7:30p,ORL,105,MIA,90,0,19600
351,12/4/2018,8:30p,POR,102,DAL,111,0,19341
352,12/4/2018,9:00p,SAC,122,PHX,105,0,12977
353,12/4/2018,9:00p,SAS,105,UTA,139,0,18306
354,12/5/2018,7:00p,GSW,129,CLE,105,0,19432
355,12/5/2018,7:00p,DEN,124,ORL,118,1,16636
356,12/5/2018,7:30p,WAS,131,ATL,117,0,12551
357,12/5/2018,7:30p,OKC,114,BKN,112,0,13161
358,12/5/2018,8:00p,LAC,86,MEM,96,0,14144
359,12/5/2018,8:00p,DET,92,MIL,115,0,16541
360,12/5/2018,8:00p,CHA,104,MIN,121,0,11248
361,12/5/2018,8:00p,DAL,106,NOP,132,0,14810
362,12/5/2018,8:00p,PHI,102,TOR,113,0,19800
363,12/5/2018,10:30p,SAS,113,LAL,121,0,18997
364,12/6/2018,8:00p,NYK,100,BOS,128,0,18624
365,12/6/2018,10:00p,PHX,86,POR,108,0,19001
366,12/6/2018,10:30p,HOU,91,UTA,118,0,18306
367,12/7/2018,7:00p,DEN,107,CHA,113,0,13755
368,12/7/2018,7:00p,PHI,117,DET,111,0,15680
369,12/7/2018,7:00p,IND,112,ORL,90,0,17214
370,12/7/2018,7:30p,TOR,105,BKN,106,1,14035
371,12/7/2018,7:30p,SAC,129,CLE,110,0,19432
372,12/7/2018,8:00p,OKC,112,CHI,114,0,19842
373,12/7/2018,8:00p,MEM,107,NOP,103,0,18447
374,12/7/2018,8:30p,LAL,120,SAS,133,0,18354
375,12/7/2018,9:00p,MIA,115,PHX,98,0,14273
376,12/7/2018,9:30p,GSW,105,MIL,95,0,17852
377,12/8/2018,6:00p,HOU,104,DAL,107,0,20254
378,12/8/2018,7:00p,SAC,97,IND,107,0,16867
379,12/8/2018,7:30p,DEN,98,ATL,106,0,14409
380,12/8/2018,7:30p,WAS,101,CLE,116,0,19432
381,12/8/2018,7:30p,BKN,112,NYK,104,0,18662
382,12/8/2018,8:00p,BOS,133,CHI,77,0,20923
383,12/8/2018,8:00p,LAL,111,MEM,88,0,17794
384,12/8/2018,10:00p,MIN,105,POR,113,0,19359
385,12/8/2018,10:30p,MIA,121,LAC,98,0,17113
386,12/9/2018,3:30p,NOP,116,DET,108,0,14705
387,12/9/2018,6:00p,MIL,104,TOR,99,0,19800
388,12/9/2018,7:00p,UTA,97,SAS,110,0,17834
389,12/9/2018,7:30p,CHA,119,NYK,107,0,18602
390,12/10/2018,7:00p,WAS,101,IND,109,0,14645
391,12/10/2018,7:00p,DET,102,PHI,116,0,20199
392,12/10/2018,7:30p,NOP,100,BOS,113,0,18624
393,12/10/2018,8:00p,SAC,108,CHI,89,0,18164
394,12/10/2018,8:00p,CLE,92,MIL,108,0,17155
395,12/10/2018,8:00p,UTA,113,OKC,122,0,18203
396,12/10/2018,8:30p,ORL,76,DAL,101,0,19334
397,12/10/2018,9:00p,MEM,99,DEN,105,0,15278
398,12/10/2018,9:00p,LAC,123,PHX,119,1,12088
399,12/10/2018,10:30p,MIN,108,GSW,116,0,19596
400,12/10/2018,10:30p,MIA,105,LAL,108,0,18997
401,12/11/2018,8:00p,POR,104,HOU,111,0,18055
402,12/11/2018,8:30p,PHX,86,SAS,111,0,17676
403,12/11/2018,10:30p,TOR,123,LAC,99,0,17812
404,12/12/2018,7:00p,DET,107,CHA,108,0,13997
405,12/12/2018,7:00p,NYK,106,CLE,113,0,19432
406,12/12/2018,7:00p,MIL,97,IND,113,0,17070
407,12/12/2018,7:00p,BKN,127,PHI,124,0,20376
408,12/12/2018,7:00p,BOS,130,WAS,125,1,20409
409,12/12/2018,8:00p,POR,83,MEM,92,0,16282
410,12/12/2018,8:00p,OKC,114,NOP,118,0,14450
411,12/12/2018,8:30p,ATL,107,DAL,114,0,19643
412,12/12/2018,9:00p,MIA,84,UTA,111,0,18306
413,12/12/2018,10:00p,MIN,130,SAC,141,0,15770
414,12/12/2018,10:30p,TOR,113,GSW,93,0,19596
415,12/13/2018,8:00p,LAL,111,HOU,126,0,18055
416,12/13/2018,8:30p,LAC,87,SAS,125,0,18354
417,12/13/2018,9:30p,CHI,91,ORL,97,0,20201
418,12/13/2018,10:30p,DAL,89,PHX,99,0,13265
419,12/14/2018,7:00p,ATL,108,BOS,129,0,18624
420,12/14/2018,7:00p,NYK,126,CHA,124,1,17622
421,12/14/2018,7:30p,WAS,118,BKN,125,0,13232
422,12/14/2018,7:30p,MIL,114,CLE,102,0,19432
423,12/14/2018,7:30p,IND,113,PHI,101,0,20337
424,12/14/2018,8:00p,MIA,100,MEM,97,0,16313
425,12/14/2018,10:00p,OKC,98,DEN,109,0,19520
426,12/14/2018,10:00p,TOR,122,POR,128,0,19458
427,12/14/2018,10:00p,GSW,130,SAC,125,0,17583
428,12/15/2018,5:00p,UTA,89,ORL,96,0,20011
429,12/15/2018,7:00p,LAL,128,CHA,100,0,19641
430,12/15/2018,7:00p,BOS,104,DET,113,0,17078
431,12/15/2018,8:00p,HOU,105,MEM,97,0,16777
432,12/15/2018,8:30p,CHI,98,SAS,93,0,18354
433,12/15/2018,9:00p,LAC,104,OKC,110,0,18203
434,12/15/2018,9:00p,MIN,99,PHX,107,0,14244
435,12/16/2018,3:00p,ATL,127,BKN,144,0,13955
436,12/16/2018,3:30p,PHI,128,CLE,105,0,19432
437,12/16/2018,5:00p,NYK,99,IND,110,0,16646
438,12/16/2018,6:00p,LAL,110,WAS,128,0,20409
439,12/16/2018,7:00p,SAC,120,DAL,113,0,19935
440,12/16/2018,7:00p,MIA,102,NOP,96,0,15535
441,12/16/2018,8:00p,TOR,86,DEN,95,0,19520
442,12/17/2018,7:00p,MIL,107,DET,104,0,15051
443,12/17/2018,7:30p,PHX,128,NYK,110,0,18437
444,12/17/2018,8:00p,UTA,97,HOU,102,0,18055
445,12/17/2018,8:00p,SAC,105,MIN,132,0,12417
446,12/17/2018,8:00p,CHI,96,OKC,121,0,18203
447,12/17/2018,8:30p,PHI,96,SAS,123,0,17486
448,12/17/2018,10:30p,MEM,93,GSW,110,0,19596
449,12/17/2018,10:30p,POR,131,LAC,127,0,16030
450,12/18/2018,7:00p,CLE,92,IND,91,0,15630
451,12/18/2018,7:30p,WAS,110,ATL,118,0,16489
452,12/18/2018,7:30p,LAL,110,BKN,115,0,17732
